Title,location,Price
"
        5bdrm House in Ab Majesty Property, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        6,500
    "
"
        Furnished 3bdrm Apartment in Executivehousesghana, North Ridge
    ","
            Ridge, North Ridge
        ","
        22,400
    "
"
        2bdrm Apartment in Spintex Road, Okpoi, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        1,200
    "
"
        2bdrm Apartment in Weija for Rent
    ","
            Weija
        ","
        1,200
    "
"
        3bdrm Apartment in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        19,000
    "
"
        3bdrm Apartment in Fear Not, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        8,000
    "
"
        4bdrm Townhouse in North Ridge, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        26,322
    "
"
        Executive 4-Bedrooms House Located at East Legon Hills
    ","
            East Legon
        ","
        4,000
    "
"
        4bdrm House in Ridge for Rent
    ","
            Ridge
        ","
        66,000
    "
"
        2bdrm Apartment in Community 18, Spintex for Rent
    ","
            Spintex
        ","
        1,400
    "
"
        Furnished 1bdrm Apartment in Point 1, Dome for Rent
    ","
            Dome
        ","
        750
    "
"
        2bdrm Apartment in Ben Properties, Ga East Municipal for rent
    ","
            Ga East Municipal
        ","
        1,300
    "
"
        Apartment For Rent At Pillar 2
    ","
            Accra Metropolitan
        ","
        1,500
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        3,000
    "
"
        2bdrm Apartment in Hamza Estates, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        4,835
    "
"
        4bdrm House in Arepa Homes, Old Ashomang for Rent
    ","
            Old Ashomang
        ","
        2,000
    "
"
        6bdrm House in Hfc Estate, Spintex for Rent
    ","
            Spintex
        ","
        4,500
    "
"
        3bdrm Apartment in Ringway Estate, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        11,698
    "
"
        2bdrm Apartment in Tsse Addo Behinde for Rent
    ","
            Labadi
        ","
        2,400
    "
"
        2bdrm Apartment in Botwe School for Rent
    ","
            Ashaley Botwe, Ashaley Botwe School Junction
        ","
        1,600
    "
"
        Furnished 2bdrm Apartment in , Spintex for Rent
    ","
            Spintex
        ","
        7,000
    "
"
        9bdrm Apartment in Kanewu, Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        1,000
    "
"
        2bdrm Apartment in East Legon American for Rent
    ","
            East Legon
        ","
        4,594
    "
"
        Furnished 5bdrm House in Achimota, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        12,000
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        3,600
    "
"
        2bdrm Apartment in East Airport for Rent
    ","
            Airport Residential Area
        ","
        4,200
    "
"
        2bdrm Apartment in Jetset Properties, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,100
    "
"
        3bdrm Apartment in Agbogba, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,400
    "
"
        3bdrm Apartment in Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        900
    "
"
        Furnished 3bdrm Apartment in East Legon American for Rent
    ","
            East Legon, American House
        ","
        18,750
    "
"
        4bdrm House in Praemus Properties, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        972,000
    "
"
        EXECUTIVE 2 BEDROOMS SELF COMPOUND 4 RENT AT EAST LEGON-AMERICA HOUSE
    ","
            Agbogbloshie
        ","
        3,000
    "
"
        2bdrm Apartment in Hamza Estates, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        4,900
    "
"
        4bedroom House Botwe 4rent
    ","
            East Legon
        ","
        2,500
    "
"
        1bdrm Apartment in Integrity Properties, Baatsona Total for Rent
    ","
            Spintex, Baatsona Total
        ","
        500
    "
"
        Furnished 5bdrm Mansion in East Legon a and C for Rent
    ","
            East Legon
        ","
        30,979
    "
"
        2bdrm Apartment in the Dorns Properties, New Town for Rent
    ","
            Teshie, Teshie New Town
        ","
        2,000
    "
"
        5bdrm House in Dki Properties, Spintex for Rent
    ","
            Spintex
        ","
        8,000
    "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        15,000
    "
"
        3bdrm House in Cedar Real Estate, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,400
    "
"
        2bdrm Apartment in Tema Metropolitan for Rent
    ","
            Tema Metropolitan
        ","
        3,000
    "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        18,900
    "
"
        5bdrm House in Beverly Hills, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        14,300
    "
"
        2bdrm Block of Flats in East Legon for Rent
    ","
            East Legon
        ","
        4,000
    "
"
        4bdrm House in Cantonmment, Cantonments for Rent
    ","
            Cantonments
        ","
        31,500
    "
"
        2bdrm Apartment in Spintex Batsona, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        2,900
    "
"
        Furnished 4bdrm House in Kwashieman for rent
    ","
            Kwashieman
        ","
        2,600
    "
"
        3bdrm Duplex in Propertice Affairs, Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        1,700
    "
"
        3bdrm House in Fastinas Real Estate, Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        1,600
    "
"
        3bdrm Apartment in Coastal Estate, Spintex for Rent
    ","
            Spintex
        ","
        1,500
    "
"
        Executive 4 Bedrooms House For Rentals At East Legon Trasaco For
    ","
            East Legon
        ","
        6,480
    "
"
        5bdrm Apartment in Bestchoice Property, Airport Residential Area
    ","
            Airport Residential Area
        ","
        11,000
    "
"
        3bdrm House in East Legon, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        7,000
    "
"
        2bdrm Apartment in Pillar 2 for Rent
    ","
            Dome, Pillar 2
        ","
        2,200
    "
"
        2bedroom Furnished Apartment for Rent
    ","
            East Legon
        ","
        6,700
    "
"
        2bdrm Apartment in Spintex, 2 Bedrooms, Manet Junction for Rent
    ","
            Spintex, Manet Junction
        ","
        1,500
    "
"
        2bdrm Apartment in Adenta Ssnit Flats for Rent
    ","
            Adenta, SSNIT Flats / Adenta
        ","
        1,200
    "
"
        2bdrm Apartment in Bushroad, Teshie for Rent
    ","
            Teshie
        ","
        2,500
    "
"
        4bdrm Block of Flats in Cambodia Estate, Spintex for Rent
    ","
            Spintex
        ","
        1,700
    "
"
        Furnished 2bdrm Apartment in Adjiringanor, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        10,200
    "
"
        2bdrm Apartment in Teshie Bushroad for Rent
    ","
            Teshie
        ","
        2,500
    "
"
        4bdrm Duplex in North Legon, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        3,000
    "
"
        Bran New Two Bedroom Apartment at Ashoman Going for 1,400 Yr
    ","
            Ga East Municipal
        ","
        1,400
    "
"
        1bdrm Apartment in Gbawe Blue Kiosk for Rent
    ","
            Gbawe
        ","
        700
    "
"
        EXECUTIVE 3 BEDROOMS HOUSE FOR RENT AT EAST LEGON HILLS FOR 2500
    ","
            Agbogbloshie
        ","
        2,500
    "
"
        3bdrm House in Green, East Legon for Rent
    ","
            East Legon
        ","
        5,000
    "
"
        2bdrm Apartment in Placid Properties, East Legon for Rent
    ","
            East Legon
        ","
        4,537
    "
"
        FURNISHED EXECUTIVE 5 BEDROOMS FOR SHORT STAY RENT AT TRASACO
    ","
            Agbogbloshie
        ","
        24,000
    "
"
        3bdrm Apartment in Botwe Sch Junction, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        4,500
    "
"
        2bdrm Apartment in Oyarifa for Rent
    ","
            Oyarifa, Oyarifa Mall Area
        ","
        1,600
    "
"
        5bdrm Duplex in West Legon for Rent
    ","
            West Legon
        ","
        9,000
    "
"
        Furnished 1bdrm Apartment in El B Real Estate, Official Town for Rent
    ","
            Odorkor, Official Town
        ","
        600
    "
"
        Furnished 2bdrm Townhouse/Terrace in North Legon for Rent
    ","
            North Legon
        ","
        19,000
    "
"
        3bdrm Apartment in Community 17 Estate, Spintex for Rent
    ","
            Spintex
        ","
        1,900
    "
"
        4bdrm Townhouse/Terrace in American Embassy for Rent
    ","
            Cantonments, US Embassy Area
        ","
        28,000
    "
"
        2bdrm Apartment in Neoplan, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,200
    "
"
        Executive Newly Built 2 Bed Apart 2 Let at East Legon Hills
    ","
            East Legon
        ","
        2,000
    "
"
        4bdrm Townhouse in Cantonment, US Embassy Area for Rent
    ","
            Cantonments, US Embassy Area
        ","
        14,724
    "
"
        3bdrm Apartment in Teshie Lekma for Rent
    ","
            Teshie
        ","
        1,800
    "
"
        4bdrm Duplex in Spintex for Rent
    ","
            Spintex
        ","
        15,000
    "
"
        2bdrm Apartment in Nana Williams, East Legon for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        2bdrm Apartment in Trc, Old Ashomang for Rent
    ","
            Old Ashomang
        ","
        1,500
    "
"
        Furnished Executive Four Bedroom House for Rent at East Airp
    ","
            Accra Metropolitan
        ","
        25,000
    "
"
        2bdrm Apartment in Lekma Hospital Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        2,000
    "
"
        Furnished 3bdrm Apartment in Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        18,000
    "
"
        2bdrm Apartment in Oyarifa Teiman, Adenta for Rent
    ","
            Adenta
        ","
        1,500
    "
"
        2bdrm House in Alliance Properties, Adjiriganor for Rent
    ","
            Adjiriganor
        ","
        3,250
    "
"
        3bdrm Apartment in Sakumono, Spintex for Rent
    ","
            Spintex
        ","
        1,800
    "
"
        1bdrm House in Teshie for Rent
    ","
            Teshie
        ","
        1,000
    "
"
        2bdrm House in Joe Estate Agency, Achimota for Rent
    ","
            Achimota
        ","
        1,500
    "
"
        2bdrm Apartment in East Airport for Rent
    ","
            Airport Residential Area
        ","
        2,800
    "
"
        2bdrm Apartment in Ogbojo, East Legon for Rent
    ","
            East Legon
        ","
        2,700
    "
"
        5bdrm House in Manet-Spintex for Rent
    ","
            Spintex
        ","
        5,000
    "
"
        Furnished 3bdrm Apartment in Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        6,000
    "
"
        5bdrm House in Hfc Estate, Spintex for Rent
    ","
            Spintex
        ","
        5,500
    "
"
        3bdrm House in Accra Metropolitan for rent
    ","
            Accra Metropolitan
        ","
        8,930
    "
"
        2bdrm Apartment in Two Bedroom, Weija for Rent
    ","
            Weija
        ","
        1,400
    "
"
        4bdrm House in Ayathar Bedroom, GREDA Estate for Rent
    ","
            Teshie, GREDA Estate
        ","
        2,000
    "
"
        4bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        4,500
    "
"
        Executive 3 Bedrooms Houses for Rentals at East Legon Hills
    ","
            East Legon
        ","
        3,700
    "
"
        4bdrm House in Rosgy Properties, East Legon for Rent
    ","
            East Legon
        ","
        7,900
    "
"
        5 Bed 2 Bed Boys Q 4 Rent in a Community, East Airport
    ","
            Airport Residential Area
        ","
        13,800
    "
"
        6bdrm House in Devtraco Estate, Spintex for Rent
    ","
            Spintex
        ","
        5,000
    "
"
        3bdrm Apartment in Agent Darko, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        2bdrm Apartment in West Trassaco, Adjiriganor for Rent
    ","
            Adjiriganor
        ","
        1,800
    "
"
        1bdrm Apartment in Dansoman Exhibition, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        650
    "
"
        2bdrm House in Adenta, Barrier for Rent
    ","
            Adenta, Barrier / Adenta
        ","
        1,600
    "
"
        1bdrm Apartment in Joe Estate Agency, Achimota for Rent
    ","
            Achimota
        ","
        1,500
    "
"
        3bdrm Apartment in North Ridge, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        17,463
    "
"
        3bdrm Farm House in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        30,000
    "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        4,500
    "
"
        2bdrm Apartment in Galaxy School, East Legon for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        2bdrm Apartment in Beverly Hills, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,200
    "
"
        3bdrm Apartment in North Legon for Rent
    ","
            North Legon
        ","
        2,000
    "
"
        3bdrm Apartment in Parakuo Estate for Rent
    ","
            Dome, Parakuo Estate
        ","
        2,500
    "
"
        2bdrm Apartment in Old Ashonman for Rent
    ","
            Old Ashomang
        ","
        2,100
    "
"
        2bdrm Apartment in North Ridge, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        11,642
    "
"
        2bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        3,000
    "
"
        3bdrm Apartment in Sagepropertiesgh, Cantonments for Rent
    ","
            Cantonments
        ","
        14,500
    "
"
        3bdrm House in Living Large, Ashaley Botwe for Rent
    ","
            Ashaley Botwe
        ","
        45,000
    "
"
        Furnished 3bdrm Apartment in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        25,000
    "
"
        4bdrm Bungalow in Fiesta Hotel Area, Dzorwulu for Rent
    ","
            Dzorwulu
        ","
        14,400
    "
"
        3bdrm House in Lakeside for Rent
    ","
            Ashaley Botwe, Lake Side Estate
        ","
        3,500
    "
"
        2bdrm Apartment in Helena Estate Agency, Ga West Municipal for Rent
    ","
            Ga West Municipal
        ","
        900
    "
"
        1bdrm Apartment in Helena Estate Agency, Ga West Municipal for Rent
    ","
            Ga West Municipal
        ","
        800
    "
"
        A Newly Built 5-Bedroom House Available for Rent
    ","
            Accra Metropolitan
        ","
        14,520
    "
"
        3bdrm Apartment in Elaffhomesgh, Boundary Road Area for Rent
    ","
            East Legon, Boundary Road Area
        ","
        2,000
    "
"
        2bdrm Apartment in Trassaco Phase 2, East Legon for Rent
    ","
            East Legon
        ","
        485,652
    "
"
        2bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        3,620
    "
"
        EXECUTIVE 2 BEDROOMS APARTMENT FOR RENTALS AT EAST LEGON AMERICAN HOUS
    ","
            Agbogbloshie
        ","
        3,840
    "
"
        1bdrm Apartment in Bossman Property, Haatso for Rent
    ","
            Haatso
        ","
        1,400
    "
"
        5bdrm House in East Legon, a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        30,000
    "
"
        Exec 4 Bedroom House 4 Rent, East Airport
    ","
            Airport Residential Area
        ","
        12,000
    "
"
        3bdrm House in Coastal Estate, Spintex for Rent
    ","
            Spintex
        ","
        2,500
    "
"
        6bedrm With 2boys Quarter at Galalia Kasoa
    ","
            Ga South Municipal
        ","
        1,600
    "
"
        2bdrm Apartment in Richmond Estate, East Legon for Rent
    ","
            East Legon
        ","
        1,800
    "
"
        2bdrm House in Tseaddo for Rent
    ","
            Teshie, Tseaddo
        ","
        2,800
    "
"
        2bdrm Apartment in Bubuashie for Rent
    ","
            Bubuashie
        ","
        1,200
    "
"
        1bdrm Apartment in Greda Estate for Rent
    ","
            Teshie, GREDA Estate
        ","
        550
    "
"
        10bdrm House in Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        60,000
    "
"
        3bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        8,140
    "
"
        3bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,400
    "
"
        Apartment
    ","
            East Legon
        ","
        6,240
    "
"
        2bdrm Apartment in Bestchoice Property, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        2,500
    "
"
        Executive 2 Bedroom House Apartment to Let at Botwe Sch Junc
    ","
            East Legon
        ","
        3,500
    "
"
        3bdrm Apartment in Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,300
    "
"
        3bdrm Bungalow in Mna Properties, Abokobi for Rent
    ","
            Abokobi
        ","
        2,000
    "
"
        2bdrm House in Ab Majesty Property, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        480,000
    "
"
        Executive 3 Bedroom House for Rent at Botwe Sch Junction
    ","
            East Legon
        ","
        5,800
    "
"
        3bdrm House in Near East Legon for Rent
    ","
            East Legon
        ","
        10,500
    "
"
        4bdrm Duplex in a C Mall Area for Rent
    ","
            East Legon, A&C Mall Area
        ","
        36,000
    "
"
        4bdrm House in Adjiringanor, East Legon for Rent
    ","
            East Legon
        ","
        6,750
    "
"
        3bdrm Apartment in Tseaddo, Burma Camp for Rent
    ","
            Burma Camp
        ","
        3,000
    "
"
        2bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        1,500
    "
"
        2bdrm Apartment in Adenta, Frafraha for Rent
    ","
            Adenta, Frafraha
        ","
        2,750
    "
"
        1bdrm House in Teshie for Rent
    ","
            Teshie
        ","
        750
    "
"
        2bdrm House in West Hills Mall, Kasoa for Rent
    ","
            Kasoa
        ","
        700
    "
"
        2bdrm House in Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        3,000
    "
"
        2bdrm Apartment in M.F Estate, Spintex for Rent
    ","
            Spintex
        ","
        2,000
    "
"
        2bdrm Apartment in Fair Haven, Teshie for Rent
    ","
            Teshie
        ","
        1,100
    "
"
        3bdrm House in Franco Estate, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        2,500
    "
"
        NEWLY BUILT 2 BEDROOMS HOUSE FOR RENTAL AT OYAFIFA FOR 1200 GH
    ","
            Agbogbloshie
        ","
        1,200
    "
"
        2bdrm Apartment in Ablekuma for Rent
    ","
            Ablekuma
        ","
        750
    "
"
        Furnished 3bdrm Apartment in Residential Capital, Spintex for Rent
    ","
            Spintex
        ","
        9,000
    "
"
        2bdrm Apartment in Tebibiano God Is, Teshie for Rent
    ","
            Teshie
        ","
        1,200
    "
"
        EXECUTIVE 3 BEDROOMS HOUSE FOR RENT AT EAST LEGON ADJIRINGANOR 1700GH
    ","
            Agbogbloshie
        ","
        2,500
    "
"
        5bdrm House in Elaffhomesgh, American House for Rent
    ","
            East Legon, American House
        ","
        9,000
    "
"
        3bdrm House in Coastal Estate, Spintex for Rent
    ","
            Spintex
        ","
        3,500
    "
"
        3bdrm House in Alliance Properties, East Legon for Rent
    ","
            East Legon
        ","
        5,500
    "
"
        2bdrm Apartment in Ben Properties, Ga East Municipal for Rent
    ","
            Ga East Municipal
        ","
        1,500
    "
"
        Furnished 3bdrm Duplex in Teshie Bushroad, Burma Camp for Rent
    ","
            Burma Camp
        ","
        8,000
    "
"
        1bdrm Apartment in Dr Roko, Ofankor for Rent
    ","
            Ofankor
        ","
        750
    "
"
        3bdrm Apartment in Ofankor for Rent
    ","
            Ofankor
        ","
        1,300
    "
"
        2bdrm Apartment in Community 25, Hfc, Tema Metropolitan for rent
    ","
            Tema Metropolitan
        ","
        650
    "
"
        3bdrm Mansion in Delight Agency, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        23,000
    "
"
        2bdrm Apartment in Spintex Road Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        2,500
    "
"
        Furnished 3bdrm Apartment in Airport Residential, Accra Metropolitan
    ","
            Accra Metropolitan
        ","
        20,400
    "
"
        2bdrm Apartment in Hamza Estates, East Legon for Rent
    ","
            East Legon
        ","
        2,200
    "
"
        4bdrm House in Beverly Hills, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        2,000
    "
"
        2bdrm Apartment in Pillar 2 for Rent
    ","
            Dome, Pillar 2
        ","
        1,100
    "
"
        3bdrm House in Akuaba Estate, Spintex for Rent
    ","
            Spintex
        ","
        4,200
    "
"
        3bdrm House in Manet-Spintex, Ledzokuku-Krowor for Rent
    ","
            Ledzokuku-Krowor
        ","
        6,000
    "
"
        3bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        5,000
    "
"
        4-bedroom House At East LEGON Hills
    ","
            East Legon
        ","
        2,000
    "
"
        3bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        6bdrm Duplex in Hfc Estate, Spintex for Rent
    ","
            Spintex
        ","
        4,500
    "
"
        2bdrm Apartment in Tseaddo, Airport Residential Area for Rent
    ","
            Airport Residential Area
        ","
        4,000
    "
"
        3bdrm House in Spintex for Rent
    ","
            Spintex
        ","
        3,000
    "
"
        Furnished 1bdrm Apartment in Dzorwulu for Rent
    ","
            Dzorwulu
        ","
        3,900
    "
"
        6bdrm Apartment in East Legon, Boundary Road Area for Rent
    ","
            East Legon, Boundary Road Area
        ","
        7,600
    "
"
        2bdrm Apartment in Teshie Penny for Rent
    ","
            Teshie
        ","
        1,300
    "
"
        Furnished Mini Flat in Chamber Self One, Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        400
    "
"
        3bdrm House in East Legon Hills for Rent
    ","
            Ga East Municipal
        ","
        5,400
    "
"
        4bdrm House in East Legon for Rent
    ","
            East Legon
        ","
        11,250
    "
"
        2bdrm Apartment in Tantra Hills, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        2,500
    "
"
        3bdrm House in Tieso Homes Estate, Spintex for Rent
    ","
            Spintex
        ","
        2,000
    "
"
        2bdrm Duplex in Fastinas Real Estate, Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        1,500
    "
"
        1bdrm Apartment in Hfc Estate Area, Spintex for Rent
    ","
            Spintex
        ","
        750
    "
"
        Furnished 1bdrm Apartment in New Dawhenya, Tema Metropolitan for rent
    ","
            Tema Metropolitan
        ","
        4,000
    "
"
        Furnished 5bdrm Mansion in Trassaco, East Legon for Rent
    ","
            East Legon
        ","
        30,000
    "
"
        3bdrm House in Green, East Legon for Rent
    ","
            East Legon
        ","
        3,600
    "
"
        Fully Furnished 4 Bedrooms Apartment For Rental At East Legon
    ","
            Agbogbloshie
        ","
        19,200
    "
"
        Executive Newly Built 4 Bedroom House to Let at Sch Junct
    ","
            East Legon
        ","
        4,500
    "
"
        EXECUTIVE AND NEWLY BUILT 3 BEDROOMS WITH 1 STUDY FOR RENT
    ","
            Agbogbloshie
        ","
        3,000
    "
"
        3bdrm House in Kwabenya, Ashomang Estate for Rent
    ","
            Ashomang Estate
        ","
        2,500
    "
"
        2bdrm House in Dzifpat Properties, East Legon for Rent
    ","
            East Legon
        ","
        5,000
    "
"
        3bdrm Apartment in East Legon for Rent
    ","
            East Legon
        ","
        7,700
    "
"
        2bdrm Apartment in East Legon Hills for Rent
    ","
            East Legon
        ","
        2,500
    "
"
        2bdrm Apartment in Sowutwuom for Rent
    ","
            Sowutwuom
        ","
        1,000
    "
"
        4bdrm Apartment in Pejei Consult, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        1,600
    "
"
        3bdrm Duplex in Fastinas Real Estate, Ga South Municipal for Rent
    ","
            Ga South Municipal
        ","
        1,300
    "
"
        3bdrm Apartment in Fear Not, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        2,300
    "
"
        4bdrm House in Living Large, East Legon for Rent
    ","
            East Legon
        ","
        3,500
    "
"
        5 Bedrooms House at East Legon for Rentals
    ","
            East Legon
        ","
        6,480
    "
"
        2bdrm Apartment in Hamza Estates, East Legon for Rent
    ","
            East Legon
        ","
        1,800
    "
"
        Furnished 3bdrm Apartment in Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        9,000
    "
"
        2bdrm House in Sakaman for Rent
    ","
            Odorkor, Sakaman
        ","
        1,000
    "
"
        3bdrm Townhouse in Agbogba for Rent
    ","
            Agbogba
        ","
        4,000
    "
"
        4bdrm Townhouse/Terrace in Seekers Realty, US Embassy Area for Rent
    ","
            Cantonments, US Embassy Area
        ","
        19,000
    "
"
        2bdrm Apartment in Adom Agency, New Town for Rent
    ","
            Teshie, Teshie New Town
        ","
        1,200
    "
"
        5 Bedroom Semi Detached House at Airport for Rent
    ","
            Airport Residential Area
        ","
        24,000
    "
"
        2bdrm Apartment in Max Properties, East Legon for Rent
    ","
            East Legon
        ","
        4,880
    "
"
        4bdrm House in Fear Not, Accra Metropolitan for Rent
    ","
            Accra Metropolitan
        ","
        3,500
    "
